"","season","taxa","Region","Yc_sd1","Yc_mean1","year","mean_LogM","Anomaly_yr","date"
"1","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1977,4.50431986583176,-0.740869029945818,1977-03-26
"2","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1978,4.30810940236051,-1.25515565305588,1978-04-18
"3","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1979,4.33103082657738,-1.19507638078458,1979-03-02
"4","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1980,4.61248458309286,-0.457358832804784,1980-03-01
"5","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1981,4.28981509906664,-1.30310679336057,1981-03-21
"6","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1982,4.161082582322,-1.64052718445384,1982-03-22
"7","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1983,4.32380176056527,-1.21402446276674,1983-03-01
"8","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1984,4.20668537434655,-1.52099785100352,1984-03-21
"9","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1985,4.75031515789815,-0.0960915506023639,1985-03-07
"10","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1986,4.69913525202852,-0.230239039452484,1986-03-04
"11","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1987,4.73356772004732,-0.139988206803431,1987-04-17
"12","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1988,4.62262342497116,-0.430783946534253,1988-03-14
"13","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1990,5.45908092800347,1.76165216007841,1990-03-08
"14","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1992,5.21424350059108,1.11990955610497,1992-03-06
"15","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1993,4.51408066155992,-0.715285039239637,1993-04-11
"16","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1995,5.04799552505122,0.684157515022784,1995-03-07
"17","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1996,5.21091856955839,1.1111945899272,1996-03-20
"18","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1997,4.77800148058203,-0.0235230180810933,1997-03-07
"19","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1998,5.26999871695113,1.26604937676129,1998-03-03
"20","spring","ctyp","MAB",0.38151967143282,4.78697597471144,1999,4.84391759978673,0.149249512774641,1999-03-03
"21","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2000,5.19511700744886,1.06977716562982,2000-03-20
"22","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2001,5.47784305033592,1.81082949938044,2001-03-01
"23","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2002,5.17342798766185,1.01292814469847,2002-03-12
"24","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2003,4.83931214676511,0.137178174475555,2003-03-06
"25","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2004,4.89783314916999,0.29056738815648,2004-03-19
"26","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2005,3.9131667197717,-2.29033866499752,2005-03-17
"27","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2006,5.10094849120128,0.822952366546932,2006-03-15
"28","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2007,4.75452217977857,-0.0850645389030159,2007-03-21
"29","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2008,5.02506720433913,0.624060166369746,2008-03-25
"30","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2009,4.6003320091459,-0.489211905809686,2009-05-29
"31","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2010,3.97485353414934,-2.12865155160184,2010-05-28
"32","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2011,5.13029877371091,0.899882298886714,2011-03-03
"33","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2012,5.1667355267321,0.995386556594725,2012-03-01
"34","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2013,5.07727461349078,0.760900840811449,2013-03-15
"35","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2014,5.02098168169693,0.613351615938105,2014-04-02
"36","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2015,4.89321962022482,0.278474882079819,2015-03-15
"37","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2016,4.6664572897982,-0.315891142547432,2016-05-24
"38","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2017,5.05074532363821,0.691365003372357,2017-05-20
"39","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2018,4.93487612979808,0.387660627120981,2018-03-14
"40","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2019,4.5774129042558,-0.549285098900948,2019-03-11
"41","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2020,4.80041917203561,0.0352359218430084,2020-03-15
"42","spring","ctyp","MAB",0.38151967143282,4.78697597471144,2021,4.90093839153916,0.298706529075504,2021-05-16
"43","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1977,4.02146372585992,-0.916983077095801,1977-08-19
"44","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1978,4.61320869068057,0.542950232390788,1978-06-24
"45","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1979,4.41271889103472,0.048308530109501,1979-07-04
"46","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1980,4.48022472197658,0.214856649714458,1980-07-17
"47","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1981,4.78982894996215,0.978701806100382,1981-07-12
"48","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1982,4.72821041798816,0.826678632844043,1982-06-03
"49","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1983,4.18897827040617,-0.50369681705865,1983-06-01
"50","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1984,4.47407516124779,0.199684659954659,1984-07-11
"51","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1985,3.6050609571772,-1.94431800735006,1985-07-28
"52","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1986,4.57529132749498,0.449401787007169,1986-08-10
"53","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1987,4.44295611854423,0.122908802612079,1987-07-14
"54","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1988,5.16495700916149,1.90420515890737,1988-07-09
"55","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1991,4.365473359192,-0.068254059793567,1991-07-23
"56","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1992,4.61449987369223,0.546135795765934,1992-07-19
"57","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1994,4.13809907347096,-0.629224263478318,1994-06-10
"58","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1995,4.40484714900929,0.0288876324765074,1995-06-23
"59","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1996,4.75032752891371,0.88124522634199,1996-07-31
"60","summer","ctyp","MAB",0.405323284957963,4.39313831891925,1997,5.27504427914657,2.17580877525649,1997-07-25
"61","summer","ctyp","MAB",0.405323284957963,4.39313831891925,2002,3.81387328340586,-1.42914324691084,2002-08-14
"62","summer","ctyp","MAB",0.405323284957963,4.39313831891925,2004,3.51329603097406,-2.17071735228939,2004-08-19
"63","summer","ctyp","MAB",0.405323284957963,4.39313831891925,2006,4.20078980203628,-0.474555802790663,2006-06-02
"64","summer","ctyp","MAB",0.405323284957963,4.39313831891925,2007,4.07496463614885,-0.784987427513332,2007-08-17
"65","summer","ctyp","MAB",0.405323284957963,4.39313831891925,2008,4.32357077303193,-0.171634713496754,2008-08-18
"66","summer","ctyp","MAB",0.405323284957963,4.39313831891925,2009,4.55647729244951,0.402984431420466,2009-06-01
"67","summer","ctyp","MAB",0.405323284957963,4.39313831891925,2011,4.02650739950132,-0.904539494828082,2011-06-04
"68","summer","ctyp","MAB",0.405323284957963,4.39313831891925,2012,4.48513346864084,0.226967344674338,2012-06-01
"69","summer","ctyp","MAB",0.405323284957963,4.39313831891925,2013,4.66484679392121,0.670350026967087,2013-06-24
"70","summer","ctyp","MAB",0.405323284957963,4.39313831891925,2016,4.75725374493085,0.898333353953169,2016-08-12
"71","summer","ctyp","MAB",0.405323284957963,4.39313831891925,2018,4.75207641370405,0.88556001617825,2018-08-27
"72","summer","ctyp","MAB",0.405323284957963,4.39313831891925,2019,4.15306713492953,-0.592295564797414,2019-08-15
"73","summer","ctyp","MAB",0.405323284957963,4.39313831891925,2021,3.82016560786377,-1.41361903527182,2021-08-06
"74","winter","ctyp","MAB",0.406728877891017,4.67965523451848,1978,3.96692517379318,-1.75234683217227,1978-02-16
"75","winter","ctyp","MAB",0.406728877891017,4.67965523451848,1979,4.78042374783924,0.24775352525561,1979-02-25
"76","winter","ctyp","MAB",0.406728877891017,4.67965523451848,1980,5.18343477144382,1.23861265897212,1980-02-28
"77","winter","ctyp","MAB",0.406728877891017,4.67965523451848,1982,5.15897581839567,1.17847689193493,1982-12-18
"78","winter","ctyp","MAB",0.406728877891017,4.67965523451848,1983,4.37157286869117,-0.757463712497597,1983-02-27
"79","winter","ctyp","MAB",0.406728877891017,4.67965523451848,1984,4.57789611757526,-0.25018906321791,1984-02-06
"80","winter","ctyp","MAB",0.406728877891017,4.67965523451848,1985,4.33358513275436,-0.850861890010302,1985-02-27
"81","winter","ctyp","MAB",0.406728877891017,4.67965523451848,1986,3.94112710715086,-1.81577499782427,1986-01-11
"82","winter","ctyp","MAB",0.406728877891017,4.67965523451848,1987,4.49372581606862,-0.457133556422045,1987-01-08
"83","winter","ctyp","MAB",0.406728877891017,4.67965523451848,1988,4.74265645028988,0.154897326440329,1988-01-10
"84","winter","ctyp","MAB",0.406728877891017,4.67965523451848,1993,5.16904173939146,1.20322537069547,1993-02-04
"85","winter","ctyp","MAB",0.406728877891017,4.67965523451848,1995,4.15314777910029,-1.29449243473505,1995-02-15
"86","winter","ctyp","MAB",0.406728877891017,4.67965523451848,1996,4.88939781769635,0.515681562286482,1996-02-10
"87","winter","ctyp","MAB",0.406728877891017,4.67965523451848,1997,5.26656061678767,1.44298921018941,1997-02-05
